state,district,month,bio_age_5_17,bio_age_17_,total_bio_updates,child_bio_ratio,adult_bio_ratio,bio_risk_score,month_name
Andhra Pradesh,Kurnool,2025-09,7839,9118,16957,0.4622869611369936,0.5377130388630065,0.4849147844547974,September
Andhra Pradesh,Kurnool,2025-10,23968,10978,34946,0.6858581811938419,0.31414181880615805,0.5743432724775367,October
Andhra Pradesh,Kurnool,2025-11,21105,11578,32683,0.6457485542942815,0.3542514457057186,0.5582994217177125,November
Andhra Pradesh,Kurnool,2025-12,18073,14045,32118,0.5627062706270627,0.4372937293729373,0.525082508250825,December
Andhra Pradesh,Mahabub Nagar,2025-03,45,269,314,0.14331210191082802,0.856687898089172,0.3573248407643312,March
Andhra Pradesh,Mahabub Nagar,2025-04,35,86,121,0.2892561983471074,0.7107438016528925,0.4157024793388429,April
Andhra Pradesh,Mahabub Nagar,2025-05,37,79,116,0.31896551724137934,0.6810344827586207,0.4275862068965517,May
Andhra Pradesh,Mahabub Nagar,2025-06,71,371,442,0.16063348416289594,0.8393665158371041,0.36425339366515835,June
Andhra Pradesh,Mahabub Nagar,2025-07,65,395,460,0.14130434782608695,0.8586956521739131,0.3565217391304348,July
Andhra Pradesh,Mahabub Nagar,2025-09,128,3755,3883,0.03296420293587433,0.9670357970641257,0.3131856811743497,September
Andhra Pradesh,Mahabub Nagar,2025-10,174,3184,3358,0.051816557474687316,0.9481834425253127,0.3207266229898749,October
Andhra Pradesh,Mahabub Nagar,2025-11,162,2468,2630,0.061596958174904945,0.938403041825095,0.32463878326996193,November
Andhra Pradesh,Mahabub Nagar,2025-12,105,2423,2528,0.04153481012658228,0.9584651898734177,0.3166139240506329,December
Andhra Pradesh,Mahabubnagar,2025-09,11,31,42,0.2619047619047619,0.7380952380952381,0.40476190476190477,September
Andhra Pradesh,Mahabubnagar,2025-10,14,20,34,0.4117647058823529,0.5882352941176471,0.4647058823529412,October
Andhra Pradesh,Mahabubnagar,2025-11,6,12,18,0.3333333333333333,0.6666666666666666,0.4333333333333333,November
Andhra Pradesh,Mahabubnagar,2025-12,8,18,26,0.3076923076923077,0.6923076923076923,0.4230769230769231,December
Andhra Pradesh,Mahbubnagar,2025-03,274,1114,1388,0.19740634005763688,0.8025936599423631,0.37896253602305474,March
Andhra Pradesh,Mahbubnagar,2025-04,189,664,853,0.22157092614302462,0.7784290738569754,0.38862837045720977,April
Andhra Pradesh,Mahbubnagar,2025-05,244,696,940,0.25957446808510637,0.7404255319148936,0.4038297872340425,May
Andhra Pradesh,Mahbubnagar,2025-06,411,977,1388,0.2961095100864553,0.7038904899135446,0.4184438040345821,June
Andhra Pradesh,Mahbubnagar,2025-07,276,1304,1580,0.17468354430379746,0.8253164556962025,0.36987341772151894,July
Andhra Pradesh,Mahbubnagar,2025-09,299,1922,2221,0.13462404322377308,0.8653759567762269,0.3538496172895092,September
Andhra Pradesh,Mahbubnagar,2025-10,540,1789,2329,0.231859167024474,0.7681408329755259,0.39274366680978956,October
Andhra Pradesh,Mahbubnagar,2025-11,452,1429,1881,0.2402977139819245,0.7597022860180755,0.39611908559276976,November
Andhra Pradesh,Mahbubnagar,2025-12,375,1784,2159,0.17369152385363595,0.826308476146364,0.3694766095414544,December
Andhra Pradesh,Medak,2025-03,421,1488,1909,0.22053431115767416,0.7794656888423258,0.3882137244630697,March
Andhra Pradesh,Medak,2025-04,382,1320,1702,0.2244418331374853,0.7755581668625147,0.38977673325499407,April
Andhra Pradesh,Medak,2025-05,393,979,1372,0.28644314868804666,0.7135568513119533,0.4145772594752186,May
Andhra Pradesh,Medak,2025-06,701,1461,2162,0.3242368177613321,0.6757631822386679,0.4296947271045328,June
Andhra Pradesh,Medak,2025-07,577,1893,2470,0.23360323886639675,0.7663967611336032,0.3934412955465587,July
Andhra Pradesh,Medak,2025-09,843,2763,3606,0.23377703826955074,0.7662229617304492,0.3935108153078203,September
Andhra Pradesh,Medak,2025-10,1051,2312,3363,0.3125185845970859,0.6874814154029141,0.4250074338388343,October
Andhra Pradesh,Medak,2025-11,924,1929,2853,0.323869610935857,0.676130389064143,0.4295478443743428,November
Andhra Pradesh,Medak,2025-12,989,2019,3008,0.32878989361702127,0.6712101063829787,0.4315159574468085,December
Andhra Pradesh,N. T. R,2025-03,380,740,1120,0.3392857142857143,0.6607142857142857,0.4357142857142857,March
Andhra Pradesh,N. T. R,2025-04,993,944,1937,0.5126484254001032,0.48735157459989675,0.5050593701600413,April
Andhra Pradesh,N. T. R,2025-05,1040,991,2031,0.5120630231413097,0.4879369768586903,0.5048252092565239,May
Andhra Pradesh,N. T. R,2025-06,1007,836,1843,0.5463917525773195,0.4536082474226804,0.5185567010309278,June
Andhra Pradesh,N. T. R,2025-07,788,1079,1867,0.4220674879485806,0.5779325120514194,0.46882699517943227,July
Andhra Pradesh,N. T. R,2025-09,329,638,967,0.34022750775594623,0.6597724922440538,0.43609100310237847,September
Andhra Pradesh,N. T. R,2025-10,711,442,1153,0.616652211621856,0.383347788378144,0.5466608846487424,October
Andhra Pradesh,N. T. R,2025-11,879,484,1363,0.6449009537784299,0.35509904622157007,0.557960381511372,November
Andhra Pradesh,N. T. R,2025-12,661,617,1278,0.5172143974960877,0.48278560250391234,0.506885758998435,December
Andhra Pradesh,Nalgonda,2025-03,292,1601,1893,0.1542525092445853,0.8457474907554147,0.3617010036978341,March
Andhra Pradesh,Nalgonda,2025-04,254,1018,1272,0.19968553459119498,0.800314465408805,0.37987421383647796,April
Andhra Pradesh,Nalgonda,2025-05,459,1883,2342,0.1959863364645602,0.8040136635354398,0.37839453458582406,May
Andhra Pradesh,Nalgonda,2025-06,778,2909,3687,0.2110116625983184,0.7889883374016816,0.38440466503932735,June
Andhra Pradesh,Nalgonda,2025-07,583,3365,3948,0.14766970618034447,0.8523302938196555,0.3590678824721378,July
Andhra Pradesh,Nalgonda,2025-09,490,4210,4700,0.10425531914893617,0.8957446808510638,0.3417021276595745,September
Andhra Pradesh,Nalgonda,2025-10,992,4806,5798,0.17109348051052087,0.8289065194894791,0.36843739220420835,October
Andhra Pradesh,Nalgonda,2025-11,859,3644,4503,0.1907617144126138,0.8092382855873862,0.3763046857650455,November
Andhra Pradesh,Nalgonda,2025-12,933,3577,4510,0.20687361419068737,0.7931263858093126,0.3827494456762749,December
Andhra Pradesh,Nandyal,2025-03,283,280,563,0.5026642984014209,0.49733570159857904,0.5010657193605683,March
Andhra Pradesh,Nandyal,2025-04,658,411,1069,0.6155285313376988,0.3844714686623012,0.5462114125350795,April
Andhra Pradesh,Nandyal,2025-05,1107,649,1756,0.6304100227790432,0.3695899772209567,0.5521640091116172,May
Andhra Pradesh,Nandyal,2025-06,1222,735,1957,0.6244251405212059,0.3755748594787941,0.5497700562084824,June
Andhra Pradesh,Nandyal,2025-07,338,513,851,0.3971797884841363,0.6028202115158637,0.4588719153936545,July
Andhra Pradesh,Nandyal,2025-09,220,388,608,0.3618421052631579,0.6381578947368421,0.44473684210526315,September
Andhra Pradesh,Nandyal,2025-10,855,407,1262,0.6774960380348652,0.3225039619651347,0.570998415213946,October
Andhra Pradesh,Nandyal,2025-11,814,415,1229,0.6623270951993491,0.33767290480065093,0.5649308380797397,November
Andhra Pradesh,Nandyal,2025-12,840,505,1345,0.6245353159851301,0.3754646840148699,0.549814126394052,December
Andhra Pradesh,Nellore,2025-03,5113,6240,11353,0.45036554214745,0.5496344578525499,0.48014621685897996,March
Andhra Pradesh,Nellore,2025-04,21231,6487,27718,0.7659643552925897,0.23403564470741034,0.6063857421170358,April
Andhra Pradesh,Nellore,2025-05,17287,6800,24087,0.7176900402706854,0.28230995972931455,0.5870760161082741,May
Andhra Pradesh,Nellore,2025-06,16669,7656,24325,0.6852620760534429,0.31473792394655703,0.5741048304213772,June
Andhra Pradesh,Nellore,2025-07,6759,8418,15177,0.44534492982802926,0.5546550701719708,0.47813797193121166,July
Andhra Pradesh,Nellore,2025-09,3391,5019,8410,0.40321046373365044,0.5967895362663496,0.4612841854934602,September
Andhra Pradesh,Nellore,2025-10,9921,5115,15036,0.6598164405426975,0.3401835594573025,0.563926576217079,October
Andhra Pradesh,Nellore,2025-11,11289,6681,17970,0.6282136894824708,0.3717863105175292,0.5512854757929883,November
Andhra Pradesh,Nellore,2025-12,7405,6996,14401,0.514200402749809,0.48579959725019095,0.5056801610999236,December
Andhra Pradesh,Nizamabad,2025-03,233,677,910,0.256043956043956,0.743956043956044,0.4024175824175824,March
Andhra Pradesh,Nizamabad,2025-04,229,528,757,0.30250990752972257,0.6974900924702774,0.42100396301188897,April
Andhra Pradesh,Nizamabad,2025-05,298,675,973,0.3062692702980473,0.6937307297019527,0.4225077081192189,May
Andhra Pradesh,Nizamabad,2025-06,353,735,1088,0.3244485294117647,0.6755514705882353,0.4297794117647059,June
Andhra Pradesh,Nizamabad,2025-07,258,982,1240,0.20806451612903226,0.7919354838709678,0.38322580645161286,July
Andhra Pradesh,Nizamabad,2025-09,368,961,1329,0.2768999247554552,0.7231000752445448,0.4107599699021821,September
Andhra Pradesh,Nizamabad,2025-10,641,1058,1699,0.37728075338434375,0.6227192466156563,0.4509123013537375,October
Andhra Pradesh,Nizamabad,2025-11,540,896,1436,0.37604456824512533,0.6239554317548747,0.45041782729805013,November
Andhra Pradesh,Nizamabad,2025-12,532,1015,1547,0.3438914027149321,0.6561085972850679,0.43755656108597285,December
Andhra Pradesh,Palnadu,2025-03,293,311,604,0.48509933774834435,0.5149006622516556,0.49403973509933774,March
Andhra Pradesh,Palnadu,2025-04,606,398,1004,0.603585657370518,0.39641434262948205,0.5414342629482072,April
Andhra Pradesh,Palnadu,2025-05,1259,700,1959,0.6426748340990301,0.3573251659009699,0.557069933639612,May
Andhra Pradesh,Palnadu,2025-06,1400,705,2105,0.665083135391924,0.334916864608076,0.5660332541567695,June
Andhra Pradesh,Palnadu,2025-07,368,531,899,0.40934371523915464,0.5906562847608454,0.46373748609566184,July
Andhra Pradesh,Palnadu,2025-09,192,348,540,0.35555555555555557,0.6444444444444445,0.4422222222222222,September
Andhra Pradesh,Palnadu,2025-10,593,264,857,0.691948658109685,0.3080513418903151,0.576779463243874,October
Andhra Pradesh,Palnadu,2025-11,686,346,1032,0.6647286821705426,0.33527131782945735,0.565891472868217,November
Andhra Pradesh,Palnadu,2025-12,610,443,1053,0.5792972459639126,0.42070275403608737,0.5317188983855651,December
Andhra Pradesh,Parvathipuram Manyam,2025-03,362,487,849,0.42638398115429915,0.5736160188457008,0.47055359246171957,March
Andhra Pradesh,Parvathipuram Manyam,2025-04,840,655,1495,0.5618729096989966,0.43812709030100333,0.5247491638795987,April
Andhra Pradesh,Parvathipuram Manyam,2025-05,1014,786,1800,0.5633333333333334,0.43666666666666665,0.5253333333333333,May
Andhra Pradesh,Parvathipuram Manyam,2025-06,1058,879,1937,0.546205472379969,0.453794527620031,0.5184821889519875,June
Andhra Pradesh,Parvathipuram Manyam,2025-07,409,743,1152,0.3550347222222222,0.6449652777777778,0.4420138888888888,July
Andhra Pradesh,Parvathipuram Manyam,2025-09,149,432,581,0.25645438898450945,0.7435456110154905,0.40258175559380377,September
Andhra Pradesh,Parvathipuram Manyam,2025-10,320,431,751,0.42609853528628494,0.5739014647137151,0.47043941411451395,October
Andhra Pradesh,Parvathipuram Manyam,2025-11,541,460,1001,0.5404595404595405,0.4595404595404595,0.5161838161838161,November
Andhra Pradesh,Parvathipuram Manyam,2025-12,397,667,1064,0.3731203007518797,0.6268796992481203,0.4492481203007518,December
Andhra Pradesh,Prakasam,2025-03,11991,7242,19233,0.6234596786772735,0.3765403213227266,0.5493838714709094,March
Andhra Pradesh,Prakasam,2025-04,28635,7906,36541,0.783640294463753,0.21635970553624695,0.6134561177855011,April
Andhra Pradesh,Prakasam,2025-05,24657,8625,33282,0.7408509104020191,0.2591490895979809,0.5963403641608076,May
Andhra Pradesh,Prakasam,2025-06,23007,10067,33074,0.6956219386829534,0.30437806131704664,0.5782487754731813,June
Andhra Pradesh,Prakasam,2025-07,8732,9994,18726,0.4663035351917121,0.5336964648082879,0.4865214140766848,July
Andhra Pradesh,Prakasam,2025-09,4352,6116,10468,0.4157432174245319,0.5842567825754681,0.46629728696981276,September
Andhra Pradesh,Prakasam,2025-10,10066,7699,17765,0.5666197579510273,0.4333802420489727,0.5266479031804109,October
Andhra Pradesh,Prakasam,2025-11,13488,8594,22082,0.6108142378407753,0.38918576215922474,0.5443256951363101,November
Andhra Pradesh,Prakasam,2025-12,11605,9523,21128,0.5492711094282469,0.45072889057175314,0.5197084437712988,December
Andhra Pradesh,Rangareddi,2025-03,1114,5136,6250,0.17824,0.82176,0.371296,March
Andhra Pradesh,Rangareddi,2025-04,1035,4115,5150,0.20097087378640777,0.7990291262135922,0.3803883495145631,April
Andhra Pradesh,Rangareddi,2025-05,1276,4011,5287,0.24134669945148476,0.7586533005485152,0.3965386797805939,May
Andhra Pradesh,Rangareddi,2025-06,1369,4894,6263,0.21858534248762573,0.7814146575123743,0.38743413699505025,June
Andhra Pradesh,Rangareddi,2025-07,1624,6438,8062,0.2014388489208633,0.7985611510791367,0.38057553956834533,July
Andhra Pradesh,Rangareddi,2025-09,1239,4557,5796,0.213768115942029,0.7862318840579711,0.38550724637681155,September
Andhra Pradesh,Rangareddi,2025-10,2017,3351,5368,0.3757451564828614,0.6242548435171386,0.45029806259314453,October
Andhra Pradesh,Rangareddi,2025-11,1739,3606,5345,0.3253507951356408,0.6746492048643592,0.43014031805425634,November
Andhra Pradesh,Rangareddi,2025-12,1848,5218,7066,0.2615341069912256,0.7384658930087744,0.40461364279649026,December
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03,110,172,282,0.3900709219858156,0.6099290780141844,0.45602836879432623,March
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04,519,369,888,0.5844594594594594,0.4155405405405405,0.5337837837837838,April
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05,1371,603,1974,0.6945288753799392,0.30547112462006076,0.5778115501519757,May
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06,1231,653,1884,0.6533970276008493,0.3466029723991507,0.5613588110403397,June
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07,370,446,816,0.4534313725490196,0.5465686274509803,0.4813725490196078,July
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09,299,319,618,0.48381877022653724,0.5161812297734628,0.49352750809061485,September
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10,1008,224,1232,0.8181818181818182,0.18181818181818182,0.6272727272727273,October
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11,1036,300,1336,0.7754491017964071,0.2245508982035928,0.6101796407185628,November
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12,724,381,1105,0.6552036199095023,0.34479638009049773,0.5620814479638009,December
Andhra Pradesh,Sri Sathya Sai,2025-03,738,463,1201,0.6144879267277269,0.3855120732722731,0.5457951706910907,March
Andhra Pradesh,Sri Sathya Sai,2025-04,690,395,1085,0.6359447004608295,0.3640552995391705,0.5543778801843318,April
Andhra Pradesh,Sri Sathya Sai,2025-05,1043,738,1781,0.5856260527793374,0.41437394722066256,0.5342504211117349,May
Andhra Pradesh,Sri Sathya Sai,2025-06,1080,724,1804,0.5986696230598669,0.401330376940133,0.5394678492239467,June
Andhra Pradesh,Sri Sathya Sai,2025-07,179,268,447,0.4004474272930649,0.5995525727069351,0.4601789709172259,July
Andhra Pradesh,Sri Sathya Sai,2025-09,185,412,597,0.3098827470686767,0.6901172529313233,0.4239530988274707,September
Andhra Pradesh,Sri Sathya Sai,2025-10,738,439,1177,0.627017841971113,0.372982158028887,0.5508071367884452,October
Andhra Pradesh,Sri Sathya Sai,2025-11,577,567,1144,0.5043706293706294,0.4956293706293706,0.5017482517482518,November
Andhra Pradesh,Sri Sathya Sai,2025-12,474,705,1179,0.4020356234096692,0.5979643765903307,0.4608142493638676,December
Andhra Pradesh,Srikakulam,2025-03,22984,6997,29981,0.7666188586104533,0.23338114138954671,0.6066475434441813,March
Andhra Pradesh,Srikakulam,2025-04,29521,7659,37180,0.7940021516944594,0.2059978483055406,0.6176008606777837,April
Andhra Pradesh,Srikakulam,2025-05,15311,7444,22755,0.6728631070094485,0.32713689299055154,0.5691452428037794,May
Andhra Pradesh,Srikakulam,2025-06,15707,9101,24808,0.6331425346662367,0.3668574653337633,0.5532570138664946,June
Andhra Pradesh,Srikakulam,2025-07,6285,8992,15277,0.4114027623224455,0.5885972376775545,0.4645611049289782,July
Andhra Pradesh,Srikakulam,2025-09,3417,5782,9199,0.371453418849875,0.628546581150125,0.4485813675399499,September
Andhra Pradesh,Srikakulam,2025-10,11802,6536,18338,0.6435816337659505,0.3564183662340495,0.5574326535063802,October
Andhra Pradesh,Srikakulam,2025-11,11031,6435,17466,0.6315699072483683,0.36843009275163174,0.5526279628993472,November
Andhra Pradesh,Srikakulam,2025-12,9120,8483,17603,0.5180935067886155,0.4819064932113844,0.5072374027154463,December
Andhra Pradesh,Tirupati,2025-03,268,382,650,0.4123076923076923,0.5876923076923077,0.4649230769230769,March
Andhra Pradesh,Tirupati,2025-04,560,571,1131,0.4951370468611848,0.5048629531388152,0.4980548187444739,April
Andhra Pradesh,Tirupati,2025-05,1071,828,1899,0.5639810426540285,0.43601895734597157,0.5255924170616114,May
Andhra Pradesh,Tirupati,2025-06,935,722,1657,0.5642727821363911,0.4357272178636089,0.5257091128545565,June
Andhra Pradesh,Tirupati,2025-07,375,586,961,0.39021852237252863,0.6097814776274714,0.45608740894901145,July
Andhra Pradesh,Tirupati,2025-09,296,375,671,0.44113263785394935,0.5588673621460507,0.4764530551415797,September
Andhra Pradesh,Tirupati,2025-10,658,331,989,0.6653185035389282,0.3346814964610718,0.5661274014155713,October
Andhra Pradesh,Tirupati,2025-11,868,431,1299,0.6682063125481139,0.3317936874518861,0.5672825250192456,November
Andhra Pradesh,Tirupati,2025-12,602,539,1141,0.5276073619631901,0.4723926380368098,0.511042944785276,December
Andhra Pradesh,Visakhapatnam,2025-03,21850,15143,36993,0.5906522855675398,0.4093477144324602,0.5362609142270159,March
Andhra Pradesh,Visakhapatnam,2025-04,44075,14418,58493,0.7535089668849264,0.2464910331150736,0.6014035867539704,April
Andhra Pradesh,Visakhapatnam,2025-05,28998,13737,42735,0.6785538785538786,0.32144612144612145,0.5714215514215514,May
Andhra Pradesh,Visakhapatnam,2025-06,29728,15240,44968,0.661092332325209,0.33890766767479097,0.5644369329300836,June
Andhra Pradesh,Visakhapatnam,2025-07,11793,14744,26537,0.4443983871575536,0.5556016128424464,0.47775935486302135,July
Andhra Pradesh,Visakhapatnam,2025-09,9267,9802,19069,0.48597199643400285,0.5140280035659972,0.49438879857360113,September
Andhra Pradesh,Visakhapatnam,2025-10,12702,8441,21143,0.6007662110391147,0.3992337889608854,0.5403064844156459,October
Andhra Pradesh,Visakhapatnam,2025-11,20111,10754,30865,0.6515794589340678,0.3484205410659323,0.5606317835736271,November
